"","mean","sd","alpha","ipip_neuroticism","ipip_extraversion","ipip_openness","ipip_agreeableness","ipip_conscientiousness","ipip_n_anxiety","ipip_n_anger","ipip_n_depression","ipip_n_self_consciousness","ipip_n_immoderation","ipip_n_vulnerability","ipip_e_friendliness","ipip_e_gregariousness","ipip_e_assertiveness","ipip_e_activity_level","ipip_e_excitement_seeking","ipip_e_cheerfulness","ipip_o_imagination","ipip_o_artistic_interests","ipip_o_emotionality","ipip_o_adventurousness","ipip_o_intellect","ipip_o_liberalism","ipip_a_trust","ipip_a_morality","ipip_a_altruism","ipip_a_cooperation","ipip_a_modesty","ipip_a_sympathy","ipip_c_self_efficacy","ipip_c_orderliness","ipip_c_dutifulness","ipip_c_achievement_striving","ipip_c_self_discipline","ipip_c_cautiousness","swl","panas_pa","panas_na","pwb_prelwo","pwb_autonomy","pwb_emastery","pwb_pgrowth","pwb_plife","pwb_selfaccept"
"ipip_o_intellect",3.69762611275964,0.644847021564694,0.789159557773766,-0.305322734260584,0.207957844677545,0.656600034652747,0.127712649501566,0.288843841890027,-0.207670228578084,-0.20671599637763,-0.195419788569066,-0.293711190275229,-0.129309646407096,-0.356960206789356,0.154991714845373,-0.000860626722242943,0.323546661881655,0.163676414481727,0.0736734833018693,0.248178381838256,0.414236609842714,0.238906098037402,0.302479173087478,0.310257058796334,1,0.238183095039405,0.172728130062905,0.0510393465303567,0.258366318034328,0.0323536640132959,-0.15841817951512,0.22730465209448,0.458265347334632,0.0108029967550239,0.186111407281678,0.286279270265975,0.225182711400658,0.205349860538167,0.180743839986215,0.247324956204371,-0.194579873124111,0.213065160342676,0.442219487835403,0.306288223812862,0.497710508771814,0.325067806297871,0.262311763024473
"ipip_o_liberalism",3.21134190570392,0.603541641241838,0.649871742683197,0.104276507651076,-0.094624956974253,0.555880745942103,0.0320521081701951,-0.148182635148987,0.103536130362904,0.0624288031366465,0.113858776157889,0.0332857166396458,0.0925003157500919,0.0670811906743494,-0.0956414852503937,-0.102431592878644,-0.0952676149254992,-0.0623119006950201,0.00560633502196117,-0.0650433956145821,0.25037001176337,0.197691765603289,0.251596655595157,0.24054052899294,0.238183095039405,1,-0.0176755012416934,-0.0659539016543471,-0.0576870865377081,0.0300923780144632,0.0605279929377779,0.186707490769153,-0.0630700955736927,-0.174275418933632,-0.156339210490848,-0.12907762093614,-0.115447353391786,-0.0273099132773506,-0.098252211899142,-0.0792166054012366,0.0588689238177048,-0.020622037364087,0.0737341609499619,-0.0977066269031605,0.129097851967785,-0.0610457355141747,-0.0391475100996073
"ipip_a_trust",3.43204747774481,0.695679453844269,0.847553705139204,-0.433419529722446,0.44534110152282,0.21325364749582,0.5949120817139,0.237243016865458,-0.380274992684022,-0.343994243608751,-0.495580562497663,-0.33968380910172,-0.0656392806534874,-0.302879955987405,0.578506127510067,0.369553395607465,0.242567757878012,0.223984211656865,0.0592091615963432,0.493665738927499,0.0264035419430387,0.170693707793748,0.157202695453549,0.332259055506932,0.172728130062905,-0.0176755012416934,1,0.292323599492903,0.514296775236088,0.324891757523644,-0.0652795231671918,0.431856552163631,0.309578449179315,0.0217623529864305,0.301518094709088,0.238588223015802,0.202833537308262,0.0725833945638847,0.353449780315851,0.364267673756846,-0.379506238592769,0.587410088748607,0.132289073139577,0.440565345024731,0.365543567710524,0.393751681332849,0.449448718793131
"ipip_a_morality",3.84688427299703,0.621009231601325,0.773442561050019,-0.158161387458488,-0.125027267557748,0.026759056893603,0.782436513930862,0.453450384055146,0.0110818181816518,-0.23949515413511,-0.219975154171809,0.0933892849415115,-0.296608824695102,-0.0581312513496576,0.0764954162789052,-0.0740865620165885,-0.243607089871266,0.106252010730618,-0.397048891471187,0.00941504966259186,-0.122530665253436,0.181353526107271,0.114008336495607,-0.043081261449392,0.0510393465303567,-0.0659539016543471,0.292323599492903,1,0.531707651572796,0.61071117468051,0.427757262272067,0.446493107382334,0.201427414063619,0.318194602726458,0.651446435776877,0.240782156346014,0.268766999280388,0.461927259929135,0.0469606112213927,0.0939630399827317,-0.195325253395498,0.207043058896651,0.0772200164931826,0.218935758975928,0.175480438183561,0.280350078467751,0.146105857063596
"ipip_a_altruism",4.0272997032641,0.567022409510256,0.794735918787853,-0.279825658827872,0.398440722959419,0.346009494784545,0.767600423025634,0.384503076657228,-0.124036812587929,-0.256795139255018,-0.340984391870609,-0.205020271207181,-0.136434454895787,-0.179236099245847,0.533427211656097,0.298462469617238,0.187871973698448,0.273519848475623,0.0373468881510356,0.450590526770008,0.115438404306849,0.31431898594815,0.443507981769166,0.268136359061064,0.258366318034328,-0.0576870865377081,0.514296775236088,0.531707651572796,1,0.45048726496186,0.160431394188098,0.66094802707847,0.391960173954641,0.171611675160935,0.503509462756218,0.360479447697885,0.254098967639601,0.16043030157045,0.262179880427834,0.414239934260902,-0.241183150254104,0.523737921406103,0.146511222134028,0.367515608395218,0.47491369164648,0.450028602136117,0.353680220783722
"ipip_a_cooperation",3.54688427299703,0.667259918672927,0.748413951190747,-0.222580688033021,-0.172119443801576,0.0810707022253289,0.778238402413668,0.311369589906867,-0.0918202473297164,-0.486914356596538,-0.176722974159937,0.138712559692056,-0.314912287762362,-0.0762001440262224,0.0350215642483571,-0.0992960015432165,-0.334140476164335,-0.0162217732907134,-0.308795874125896,-0.0290399782947641,-0.0250778443499796,0.214493933773906,0.0196016627127907,0.0515306863677768,0.0323536640132959,0.0300923780144632,0.324891757523644,0.61071117468051,0.45048726496186,1,0.412866539715061,0.454344495129934,0.113212504527933,0.194506057086164,0.441592444759797,0.112173712409382,0.215481835053937,0.387736780090731,0.0723738116633792,0.0838556102287776,-0.219060885506725,0.174113244804766,-0.0575179804642515,0.127715124338984,0.139838230522935,0.166093405458958,0.112127380310612
"ipip_a_modesty",3.28041543026706,0.701127369889963,0.796398359750661,0.239163816202714,-0.481220848809991,-0.084222131891583,0.540252181420827,-0.0120590599373201,0.233340777794165,-0.055354988755596,0.32711061741319,0.466712731256656,-0.142059131089266,0.221939958554608,-0.311586539152846,-0.362184294432953,-0.601277955229284,-0.142083866451875,-0.358639946373781,-0.333417408531246,-0.0851949994268369,0.0733492660219947,-0.0460490718681683,-0.163623055920552,-0.15841817951512,0.0605279929377779,-0.0652795231671918,0.427757262272067,0.160431394188098,0.412866539715061,1,0.270725819513888,-0.295470914577288,0.100912540259666,0.209226305424775,-0.177125732957977,-0.089228934341655,0.214865385475776,-0.316470903121733,-0.224887077398918,0.140317031212251,-0.168371172374229,-0.153249042833742,-0.259811822263856,-0.150152643163369,-0.244806576706393,-0.380619546154057
"ipip_a_sympathy",3.68456973293769,0.585132673730405,0.725508403751509,-0.018116334121141,0.0774978486414904,0.451621332480854,0.758550370795747,0.151134651554309,0.0662208013059662,-0.127331802494512,-0.0880487785006815,0.0532536611420537,-0.0328572790734759,0.0653231801555497,0.236423567394506,0.0308367986219961,-0.052881862100603,0.0257739885371729,-0.107121232834343,0.214424698364128,0.177055289309704,0.374795469180689,0.524123039168125,0.266050810417767,0.22730465209448,0.186707490769153,0.431856552163631,0.446493107382334,0.66094802707847,0.454344495129934,0.270725819513888,1,0.0801173706742421,0.0102730074222083,0.350900731193043,0.14518964192008,0.0429087619503773,0.143705113264481,0.0855497321695818,0.140292567709773,-0.0131851347845041,0.330854631679271,0.0294870384029097,0.0519994625117227,0.362486071716939,0.200495939050795,0.114600218809878
"ipip_c_self_efficacy",3.69287833827893,0.565850886917925,0.804035048104352,-0.684584315397217,0.457049282881169,0.250960540539999,0.178548816236513,0.733989488953805,-0.486019493617961,-0.370862839688558,-0.626047390944782,-0.574484409550033,-0.399847070364148,-0.64195233673648,0.422002562906355,0.240067716170513,0.534680866416832,0.485246973188046,0.0443718871320628,0.362948789201382,0.0320367789799213,0.141176812763268,0.0989150643193322,0.308566238753106,0.458265347334632,-0.0630700955736927,0.309578449179315,0.201427414063619,0.391960173954641,0.113212504527933,-0.295470914577288,0.0801173706742421,1,0.317903522314397,0.446547667726737,0.662368411474131,0.609934910356601,0.364279936260444,0.486072109557748,0.513886840777983,-0.521477195925465,0.442666205795032,0.526852601779772,0.69626718364557,0.555430069702695,0.695233290128989,0.640131175293813
"ipip_c_orderliness",3.33175074183976,0.77986237160017,0.836181213394714,-0.193903298914584,-0.0717249457469157,-0.170788932663553,0.192981045709041,0.740356858947112,-0.00631411509800773,-0.101786296875079,-0.237500282870868,-0.0212644256514288,-0.367561107438546,-0.15064628330921,-0.0476919421433353,-0.143227035473589,0.0233921469625503,0.31679502807576,-0.294359322525453,-0.0894295746262766,-0.233932798083141,0.0243206395124123,-0.060509090420367,-0.221231690814294,0.0108029967550239,-0.174275418933632,0.0217623529864305,0.318194602726458,0.171611675160935,0.194506057086164,0.100912540259666,0.0102730074222083,0.317903522314397,1,0.462114480265404,0.441225331410022,0.552416374510003,0.466529434617529,0.0703983091929459,0.220127517417895,-0.165723519867875,0.0203552381466851,0.059937734082578,0.245669763232054,0.109231459371913,0.302293110557046,0.133016164639894
"ipip_c_dutifulness",3.94362017804154,0.504529434764728,0.686684491813693,-0.310317326877929,0.0160447283862893,0.0457478019247697,0.577708032446378,0.716478363329972,-0.105385927322146,-0.273046585926384,-0.311981080410728,-0.0816613445230486,-0.415736176939225,-0.222753808605673,0.152375674724527,-0.00839954778687461,0.01491953924125,0.241221112770423,-0.342044935783676,0.0590137290971468,-0.152447569605366,0.180387166557668,0.130484551906835,-0.000447478231642781,0.186111407281678,-0.156339210490848,0.301518094709088,0.651446435776877,0.503509462756218,0.441592444759797,0.209226305424775,0.350900731193043,0.446547667726737,0.462114480265404,1,0.49458486957123,0.453327108647123,0.536343837669639,0.140691037998652,0.249871371396314,-0.258666813946538,0.223430360630388,0.226282005680855,0.366204542054452,0.283474347894287,0.409607389235917,0.261035307441457
"ipip_c_achievement_striving",3.67151335311573,0.701415507991465,0.840365100193528,-0.43472792198305,0.320145602979083,0.133134648311066,0.207522471666636,0.800398236233472,-0.244160057903459,-0.193679084427122,-0.481290928326687,-0.33047233803548,-0.328620335397395,-0.382477258075654,0.267398091208664,0.100656004422586,0.377957354311463,0.57144928852903,-0.0407558590653146,0.248251015179334,-0.0549289248529558,0.0920334999891093,0.140640913190413,0.189070787325008,0.286279270265975,-0.12907762093614,0.238588223015802,0.240782156346014,0.360479447697885,0.112173712409382,-0.177125732957977,0.14518964192008,0.662368411474131,0.441225331410022,0.49458486957123,1,0.686425522947243,0.325992324758056,0.420301700929046,0.544018739826264,-0.305726457562335,0.303876560297792,0.327007069304505,0.566262850861832,0.467371482414081,0.716852866958715,0.483651763311008
"ipip_c_self_discipline",3.00652818991098,0.8314245484161,0.886760228036818,-0.575517039198196,0.252833747290037,0.0334138325278668,0.208604776405834,0.844229530431789,-0.391722166188183,-0.324148590721017,-0.532943725773845,-0.374101877393691,-0.472969529023401,-0.519132577925767,0.22612359351274,0.0667025668505228,0.284620045173813,0.528970437803195,-0.0911640937739983,0.207795520744529,-0.150403151755649,0.0857441569246727,-0.0751768281109262,0.178274636379402,0.225182711400658,-0.115447353391786,0.202833537308262,0.268766999280388,0.254098967639601,0.215481835053937,-0.089228934341655,0.0429087619503773,0.609934910356601,0.552416374510003,0.453327108647123,0.686425522947243,1,0.411892091606431,0.405521769850344,0.493744128117424,-0.439720197829655,0.269135586502089,0.300180495379793,0.618882917126293,0.343856362815173,0.597222078095992,0.473541753239813
"ipip_c_cautiousness",3.26439169139466,0.671602340127024,0.797290445572149,-0.262539080595479,-0.3138906207454,-0.0636013366819179,0.344340564400675,0.677964327838572,-0.0538968084137042,-0.254978738156387,-0.205798320653422,0.040527468064457,-0.534215326631085,-0.207610469093965,-0.113720019749862,-0.275004415858461,-0.189446432339031,0.0620301502063762,-0.583149491012282,-0.252483092768711,-0.207332501587305,0.00931132603507108,-0.0788364188013229,-0.137832995815084,0.205349860538167,-0.0273099132773506,0.0725833945638847,0.461927259929135,0.16043030157045,0.387736780090731,0.214865385475776,0.143705113264481,0.364279936260444,0.466529434617529,0.536343837669639,0.325992324758056,0.411892091606431,1,0.0615155184570719,0.0252510868944072,-0.220044364485265,0.0497412041672601,0.173266209653318,0.228480893928232,0.107140685518477,0.263767692018459,0.12484118471604
"swl",4.47299703264095,1.43759499996339,0.877988450617364,-0.574223739183659,0.505926618826149,0.125268477168352,0.112134080390935,0.34958216684556,-0.47231087951144,-0.312946826173728,-0.673388082855848,-0.461534418359036,-0.155475062136608,-0.488950180281127,0.442940190325216,0.338760866932056,0.386457374387437,0.332583361704623,0.209062756550923,0.568617598510908,0.0591381672049698,0.063901569899687,0.00792138672881232,0.273607328121172,0.180743839986215,-0.098252211899142,0.353449780315851,0.0469606112213927,0.262179880427834,0.0723738116633792,-0.316470903121733,0.0855497321695818,0.486072109557748,0.0703983091929459,0.140691037998652,0.420301700929046,0.405521769850344,0.0615155184570719,1,0.50990895531223,-0.509011582200435,0.551381000717738,0.330028676633346,0.692976334361105,0.443676815017326,0.626472637178541,0.775269795526153
"panas_pa",3.47210682492582,0.794171109055998,0.892109131015375,-0.517879038921448,0.558025204347514,0.216701048892852,0.196873085772543,0.45481517637281,-0.393698143331249,-0.286964482062445,-0.562509263073395,-0.453746215479655,-0.164248530632915,-0.458866763081074,0.492350337578228,0.341155871867036,0.455048624260103,0.490083984165601,0.234267420643488,0.52199891922521,0.0665162357610394,0.192167141320043,0.129552507195674,0.286582835183395,0.247324956204371,-0.0792166054012366,0.364267673756846,0.0939630399827317,0.414239934260902,0.0838556102287776,-0.224887077398918,0.140292567709773,0.513886840777983,0.220127517417895,0.249871371396314,0.544018739826264,0.493744128117424,0.0252510868944072,0.50990895531223,1,-0.346944396576652,0.425025744190701,0.273307789946963,0.584980531438049,0.492676527193307,0.615947974982112,0.56062305631694
"panas_na",2.21246290801187,0.80053489518681,0.871506014848395,0.757596492776151,-0.398469583489004,-0.0587492477706973,-0.215759450350267,-0.417413201572419,0.638705988588841,0.543949435038743,0.701013774522156,0.560042740843268,0.322714494328321,0.649921328009946,-0.413196428289566,-0.273439077431122,-0.314766617166282,-0.299477427186702,-0.0789767377803724,-0.413691353372801,0.0565232915380756,-0.0547842566657423,0.16134081657016,-0.269801587516785,-0.194579873124111,0.0588689238177048,-0.379506238592769,-0.195325253395498,-0.241183150254104,-0.219060885506725,0.140317031212251,-0.0131851347845041,-0.521477195925465,-0.165723519867875,-0.258666813946538,-0.305726457562335,-0.439720197829655,-0.220044364485265,-0.509011582200435,-0.346944396576652,1,-0.449185707315515,-0.487336873570797,-0.676298180263715,-0.390348125990641,-0.487547819651427,-0.643042393147657
"pwb_prelwo",4.41733785502332,0.903715140493463,0.886517157855243,-0.477032776236602,0.584529296364049,0.247147387369833,0.383243075460009,0.276422267704869,-0.352517074980858,-0.271545035021814,-0.58703195048621,-0.47162506758093,-0.068045545997019,-0.366600456290128,0.667826427131323,0.46014969173605,0.393560050407845,0.352673777880978,0.151707489127109,0.571695758747105,0.0688575444860625,0.15879484610436,0.249219592351291,0.296081314468225,0.213065160342676,-0.020622037364087,0.587410088748607,0.207043058896651,0.523737921406103,0.174113244804766,-0.168371172374229,0.330854631679271,0.442666205795032,0.0203552381466851,0.223430360630388,0.303876560297792,0.269135586502089,0.0497412041672601,0.551381000717738,0.425025744190701,-0.449185707315515,1,0.318763867331843,0.642133712507281,0.560164866660927,0.634188870696078,0.682839422597937
"pwb_autonomy",4.08117846545146,0.825629978095647,0.846932721982942,-0.533539482127399,0.26199458034764,0.269030906288743,0.0352968496179999,0.343116295984903,-0.410641850299003,-0.246249922588164,-0.451655385976084,-0.531359344935452,-0.286025170995724,-0.494946876999627,0.219573017221697,0.0327935019990035,0.392647157296255,0.264311627031906,0.0530818000040096,0.251764936043374,0.0764382819040612,0.0790773721325409,0.103532327328322,0.26863352498337,0.442219487835403,0.0737341609499619,0.132289073139577,0.0772200164931826,0.146511222134028,-0.0575179804642515,-0.153249042833742,0.0294870384029097,0.526852601779772,0.059937734082578,0.226282005680855,0.327007069304505,0.300180495379793,0.173266209653318,0.330028676633346,0.273307789946963,-0.487336873570797,0.318763867331843,1,0.475738673250541,0.509945684767454,0.43492511443488,0.539754886985721
"pwb_emastery",4.06846121237813,0.869746990489983,0.882016361870333,-0.746076190784711,0.561320470481025,0.130557161882235,0.218281859824378,0.597337702487255,-0.57990661692908,-0.429110317764573,-0.759260851685886,-0.593316219577794,-0.319794637029443,-0.676126279083302,0.550577197147301,0.362574814993853,0.482305396531343,0.510070788364006,0.0984085340286064,0.54310561813699,-0.0374718474468593,0.0469596954820965,-0.0126367827578546,0.312725876476329,0.306288223812862,-0.0977066269031605,0.440565345024731,0.218935758975928,0.367515608395218,0.127715124338984,-0.259811822263856,0.0519994625117227,0.69626718364557,0.245669763232054,0.366204542054452,0.566262850861832,0.618882917126293,0.228480893928232,0.692976334361105,0.584980531438049,-0.676298180263715,0.642133712507281,0.475738673250541,1,0.5527972162225,0.777377866184994,0.798863161983322
"pwb_pgrowth",4.84824077999152,0.686610604790276,0.855616329505055,-0.415875509355594,0.427348470511695,0.547410380321669,0.311063162220269,0.399684557177476,-0.287593691045215,-0.217479126943428,-0.477732831867821,-0.404533630290382,-0.0979191904855604,-0.370198546995595,0.37248243821075,0.189990293196335,0.411435648698026,0.379479567993758,0.147475839821285,0.45572045554103,0.252425802981863,0.321961866522499,0.412125773911338,0.508834850630261,0.497710508771814,0.129097851967785,0.365543567710524,0.175480438183561,0.47491369164648,0.139838230522935,-0.150152643163369,0.362486071716939,0.555430069702695,0.109231459371913,0.283474347894287,0.467371482414081,0.343856362815173,0.107140685518477,0.443676815017326,0.492676527193307,-0.390348125990641,0.560164866660927,0.509945684767454,0.5527972162225,1,0.688828743146965,0.595636790097424
"pwb_plife",4.35756676557863,0.911522484946867,0.890667562113198,-0.581275494150206,0.497417662343704,0.254224112489256,0.283795937016013,0.654869855716802,-0.378588295514305,-0.299891937374368,-0.699102192423028,-0.4758649612891,-0.241879714347137,-0.501768812334657,0.492315980745202,0.282080962548352,0.449150494005119,0.534269376470258,0.0351745168501355,0.487348441502532,0.0364436477322992,0.157951959419456,0.216709299415909,0.318191295253136,0.325067806297871,-0.0610457355141747,0.393751681332849,0.280350078467751,0.450028602136117,0.166093405458958,-0.244806576706393,0.200495939050795,0.695233290128989,0.302293110557046,0.409607389235917,0.716852866958715,0.597222078095992,0.263767692018459,0.626472637178541,0.615947974982112,-0.487547819651427,0.634188870696078,0.43492511443488,0.777377866184994,0.688828743146965,1,0.764942353489978
"pwb_selfaccept",4.05574395930479,1.07394652217826,0.935266001892331,-0.736722908210941,0.58105553385141,0.20337690635894,0.178921267172553,0.460308144840704,-0.569826781219575,-0.38699665345672,-0.855863621776353,-0.630725360225425,-0.244320138226117,-0.605665090899433,0.556241938606502,0.366623851110451,0.504362396915839,0.440771399043864,0.160533652672235,0.594361884158945,0.0214296409546165,0.134446570222261,0.0796227600416345,0.341608665278444,0.262311763024473,-0.0391475100996073,0.449448718793131,0.146105857063596,0.353680220783722,0.112127380310612,-0.380619546154057,0.114600218809878,0.640131175293813,0.133016164639894,0.261035307441457,0.483651763311008,0.473541753239813,0.12484118471604,0.775269795526153,0.56062305631694,-0.643042393147657,0.682839422597937,0.539754886985721,0.798863161983322,0.595636790097424,0.764942353489978,1
